File,Optimal Route,Cost,Running Time
Random4.tsp,"[1, 3, 2, 4, 1]",215.085533,0.7610695362091064
Random5.tsp,"[1, 2, 5, 3, 4, 1]",139.133542,0.23676586151123047
Random6.tsp,"[1, 2, 3, 4, 5, 6, 1]",118.968914,0.19452667236328125
Random7.tsp,"[1, 2, 7, 3, 6, 5, 4, 1]",63.863031,0.2264258861541748
Random8.tsp,"[1, 6, 8, 4, 5, 2, 3, 7, 1]",310.98208,0.6331555843353271
Random9.tsp,"[1, 7, 6, 3, 5, 2, 9, 4, 8, 1]",131.028366,4.268551349639893
Random10.tsp,"[1, 2, 7, 6, 8, 5, 9, 10, 4, 3, 1]",106.78582,49.36330533027649
Random11.tsp,"[1, 2, 4, 3, 5, 7, 9, 8, 11, 10, 6, 1]",252.684435,538.8870968818665
Random12.tsp,"[1, 8, 2, 3, 12, 4, 9, 5, 10, 6, 7, 11, 1]",66.084844,6497.991281986237
