Generations,Best GA,Avg. GA,Std Dev GA,Vehicles GA,Avg. Runtime GA (s),Total Runtime GA (s),Best WoAC,Avg. WoAC,Std Dev WoAC,Vehicles WoAC,Avg. Runtime WoAC (ms),Total Runtime WoAC (s),Elites Used,% Difference,Total Runtime GA+WoAC
20000,1053.97,1053.97,0.0,8,458.11,458.1111023426056,1769.59,1769.59,0.0,8,0.03,0.13081121444702148,5,-0.678975682419803,458.2419135570526
