TSP File,Optimal Tour,Edges (in order of insertion),Cost,Running Time (sec)
Random30,"[9, 27, 22, 5, 26, 14, 2, 12, 18, 11, 16, 10, 8, 4, 29, 13, 25, 6, 20, 17, 23, 7, 19, 28, 30, 24, 15, 1, 3, 21]","[(9, 27), (27, 22), (9, 5), (5, 26), (26, 14), (14, 2), (12, 18), (12, 11), (16, 10), (11, 8), (10, 8), (2, 4), (18, 29), (4, 13), (13, 25), (25, 6), (29, 20), (6, 20), (17, 23), (17, 7), (22, 28), (19, 28), (7, 24), (16, 15), (30, 15), (30, 1), (24, 1), (19, 3), (23, 21), (3, 21)]",507.3310676733895,1.609696
