TSP File,Optimal Tour,Edges (in order of insertion),Cost,Running Time (sec)
Random40,"[4, 35, 33, 29, 38, 31, 18, 12, 11, 16, 10, 8, 40, 13, 25, 6, 20, 37, 26, 14, 2, 23, 34, 19, 17, 7, 30, 24, 15, 1, 36, 5, 28, 32, 39, 9, 27, 22, 3, 21]","[(4, 35), (4, 33), (29, 38), (33, 31), (18, 12), (12, 11), (11, 16), (10, 8), (10, 40), (31, 13), (13, 25), (25, 6), (29, 20), (6, 20), (16, 37), (35, 26), (18, 2), (14, 2), (23, 19), (17, 7), (7, 24), (40, 15), (30, 15), (30, 1), (24, 1), (37, 36), (34, 36), (26, 5), (34, 28), (19, 32), (28, 32), (38, 39), (8, 39), (5, 9), (9, 27), (14, 22), (27, 22), (23, 3), (17, 21), (3, 21)]",610.140342768154,5.524794
