Generations,Population Size,Mutation Rate,Cost,Genes
10,100,0.01,4145.017008085773,"['94', '74', '25', '39', '50', '59', '85', '79', '26', '87', '30', '12', '24', '76', '21', '32', '45', '91', '70', '2', '55', '42', '14', '9', '36', '27', '99', '5', '81', '43', '31', '62', '65', '34', '48', '1', '63', '80', '19', '83', '66', '71', '0', '35', '20', '6', '82', '53', '69', '68', '95', '33', '93', '84', '75', '11', '28', '72', '78', '58', '49', '47', '44', '88', '16', '37', '56', '67', '15', '40', '22', '57', '54', '89', '61', '98', '96', '3', '64', '51', '4', '23', '46', '90', '18', '13', '73', '10', '86', '60', '92', '97', '17', '41', '8', '52', '38', '29', '77', '7']"
