Generations,Population Size,Mutation Rate,Cost,Genes
10,500,0.1,4126.001047673291,"['58', '83', '30', '75', '81', '1', '91', '84', '37', '70', '61', '8', '87', '49', '27', '60', '99', '23', '16', '15', '53', '88', '11', '90', '44', '21', '45', '13', '33', '95', '62', '48', '41', '20', '64', '4', '79', '42', '32', '0', '92', '55', '43', '54', '34', '80', '24', '97', '12', '25', '52', '38', '93', '28', '67', '31', '46', '10', '9', '50', '17', '77', '22', '85', '36', '47', '96', '39', '7', '68', '73', '2', '14', '82', '71', '86', '72', '59', '6', '3', '65', '51', '40', '18', '74', '29', '98', '26', '56', '89', '78', '35', '94', '76', '57', '19', '63', '66', '69', '5']"
