Generations,Population Size,Mutation Rate,Running Time,Cost,Genes
1000,500,0.1,60.41,928.1289536772597,"['24', '12', '55', '30', '61', '25', '76', '49', '13', '86', '75', '1', '47', '64', '87', '8', '81', '79', '43', '57', '4', '41', '56', '77', '26', '66', '21', '44', '62', '31', '27', '60', '54', '95', '51', '99', '45', '33', '85', '22', '18', '90', '52', '40', '38', '2', '20', '65', '36', '37', '35', '23', '70', '0', '91', '42', '14', '94', '72', '29', '71', '84', '82', '93', '88', '6', '74', '73', '16', '92', '98', '69', '9', '89', '68', '46', '17', '11', '10', '15', '48', '34', '3', '58', '63', '32', '83', '28', '50', '96', '7', '53', '67', '78', '80', '19', '97', '59', '5', '39']"
