Generations,Population Size,Mutation Rate,Cost,Genes
10,500,0.01,4044.4580401741605,"['49', '0', '38', '11', '59', '9', '96', '14', '29', '84', '94', '5', '48', '42', '73', '18', '37', '17', '82', '6', '20', '45', '53', '97', '78', '98', '47', '64', '60', '54', '87', '26', '21', '92', '90', '95', '3', '41', '77', '43', '61', '32', '85', '75', '12', '56', '13', '7', '10', '33', '67', '36', '99', '4', '39', '46', '83', '55', '27', '31', '69', '80', '16', '24', '79', '58', '76', '93', '52', '72', '74', '50', '28', '25', '8', '44', '65', '15', '70', '51', '81', '57', '66', '34', '19', '22', '86', '2', '71', '89', '23', '68', '62', '1', '63', '30', '91', '88', '35', '40']"
