Generations,Population Size,Mutation Rate,Cost,Genes
10,100,0.1,4167.272396827876,"['10', '9', '16', '36', '40', '92', '38', '71', '3', '27', '51', '52', '95', '90', '18', '19', '47', '17', '30', '62', '14', '79', '63', '69', '97', '24', '29', '20', '2', '4', '1', '88', '75', '11', '22', '33', '65', '82', '59', '80', '78', '77', '44', '93', '6', '72', '46', '66', '7', '42', '94', '87', '41', '57', '83', '68', '81', '58', '5', '53', '21', '64', '54', '99', '8', '37', '73', '23', '70', '98', '86', '35', '49', '13', '55', '89', '0', '50', '12', '34', '43', '31', '61', '96', '67', '48', '56', '39', '32', '15', '25', '28', '76', '45', '85', '26', '60', '84', '74', '91']"
